file,block,muts,py,diff,rat,mcc,lines,variance,min,max,range,avgmutsperblock,bcharm,colons,indent,ifthenelse,assign,brackets,parens,dots,longstrings,tests,words,numbers,strings,braces,du,arith,comment,empty,idelta,commas,linelen,fdelta,lcc
_home_joshua_ucPython_lib_python2_7__weakrefset_py,_IterationGuard,1965,1945,-20,-0.2,2,23,0.00337955555555556,-0.17,0.03,0.2,569.444444444444,-0.0351219512195122,7,1.34782608695652,3,4,0,20,8,0,0,21,0,0,0,6,0,0,0,4,4,449,-2,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,__contains__,785,760,-25,-0.25,2,6,0.000780555555555556,-0.07,0.01,0.08,569.444444444444,-0.0439024390243902,3,2.16666666666667,0,1,0,4,1,0,0,8,0,0,0,2,0,0,0,0,1,150,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,__enter__,656,651,-5,-0.05,2,5,0.00032,-0.03,0.01,0.04,569.444444444444,-0.00878048780487805,2,2,1,1,0,6,3,0,0,7,0,0,0,2,0,0,0,0,0,134,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,__eq__,520,507,-13,-0.13,3,4,0.00176875,-0.08,0.03,0.11,569.444444444444,-0.0228292682926829,2,2,1,0,0,8,2,0,1,10,0,0,0,4,0,0,0,0,2,170,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,__exit__,918,913,-5,-0.05,3,7,0.00147755102040816,-0.07,0.03,0.1,569.444444444444,-0.00878048780487805,3,2.57142857142857,2,2,0,8,4,0,0,8,0,0,0,2,0,0,0,2,3,200,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,__gt__,260,240,-20,-0.2,2,2,0.0009,-0.13,-0.07,0.06,569.444444444444,-0.0351219512195122,1,1.5,0,0,0,6,1,0,1,4,0,0,0,2,0,0,0,1,1,87,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,__iand__,648,637,-11,-0.11,3,5,0.000896,-0.05,0.03,0.08,569.444444444444,-0.0193170731707317,2,2,1,0,0,8,4,0,0,8,0,0,0,2,0,0,0,0,1,184,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,__init__,2096,2065,-31,-0.31,1,3,0.0071109375,-0.17,0.11,0.28,569.444444444444,-0.0544390243902439,7,14.3333333333333,4,8,2,22,11,0,0,21,0,0,0,4,0,0,0,5,3,556,-2,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,__ior__,392,383,-9,-0.09,1,3,0.0062,-0.14,0.04,0.18,569.444444444444,-0.0158048780487805,1,1.66666666666667,0,0,0,4,1,0,0,3,0,0,0,2,0,0,0,-1,1,74,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,__isub__,1040,1011,-29,-0.29,4,8,0.0064484375,-0.19,0.08,0.27,569.444444444444,-0.0509268292682927,4,2.25,4,0,0,10,6,0,0,11,0,0,0,2,0,0,0,0,1,253,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,__iter__,786,772,-14,-0.14,4,8,0.00542222222222222,-0.14,0.08,0.22,569.444444444444,-0.0245853658536585,4,2.375,1,1,0,6,1,0,0,8,0,0,0,2,0,0,0,2,0,193,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,__ixor__,1039,1026,-13,-0.13,4,8,0.0036484375,-0.11,0.1,0.21,569.444444444444,-0.0228292682926829,4,2.25,4,0,0,10,7,0,0,11,0,0,0,2,0,0,0,0,2,277,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,__len__,262,247,-15,-0.15,1,2,2.5e-05,-0.08,-0.07,0.01,569.444444444444,-0.0263414634146341,1,1.5,0,0,0,6,2,0,0,3,0,0,0,2,1,0,0,-3,0,81,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,__lt__,260,241,-19,-0.19,2,2,0.000625,-0.12,-0.07,0.05,569.444444444444,-0.0333658536585366,1,1.5,0,0,0,6,1,0,1,4,0,0,0,2,0,0,0,1,1,87,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,__ne__,650,634,-16,-0.16,2,5,0.008176,-0.17,0.11,0.28,569.444444444444,-0.0280975609756098,2,2,1,1,0,4,1,0,0,6,0,0,0,4,0,0,0,0,1,163,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,__reduce__,393,301,-92,-0.92,1,3,0.0990888888888889,-0.75,-0.05,0.7,569.444444444444,-0.161560975609756,1,2.33333333333333,0,0,0,10,1,0,0,4,0,2,0,6,0,0,0,2,5,119,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,_commit_removals,655,635,-20,-0.2,2,5,0.00224,-0.1,0.01,0.11,569.444444444444,-0.0351219512195122,2,2,0,2,0,6,4,0,0,6,0,0,0,0,0,0,0,0,0,144,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,add,524,508,-16,-0.16,2,4,0.00115,-0.09,0,0.09,569.444444444444,-0.0280975609756098,2,2,1,0,0,8,5,0,0,3,0,0,0,0,0,0,0,1,2,139,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,clear,523,513,-10,-0.1,2,4,0.002525,-0.1,0.04,0.14,569.444444444444,-0.0175609756097561,2,2,1,0,0,6,4,0,0,3,0,0,0,0,0,0,0,0,0,114,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,copy,262,243,-19,-0.19,1,2,0.000625,-0.12,-0.07,0.05,569.444444444444,-0.0333658536585366,1,1.5,0,0,0,4,1,0,0,3,0,0,0,2,0,0,0,0,0,54,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,difference,520,509,-11,-0.11,1,4,0.00886875,-0.16,0.08,0.24,569.444444444444,-0.0193170731707317,1,1.75,2,1,0,6,2,0,0,4,0,0,0,0,0,0,0,0,1,120,0,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,difference_update,259,247,-12,-0.12,1,2,0,-0.06,-0.06,0,569.444444444444,-0.0210731707317073,1,1.5,1,0,0,4,1,0,0,3,0,0,0,2,0,0,0,1,1,67,0,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,discard,524,507,-17,-0.17,2,4,0.00241875,-0.1,0.02,0.12,569.444444444444,-0.0298536585365854,2,2,1,0,0,8,4,0,0,5,0,0,0,0,0,0,0,0,1,133,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,intersection,260,243,-17,-0.17,3,2,0.004225,-0.15,-0.02,0.13,569.444444444444,-0.0298536585365854,1,1.5,1,0,0,4,1,0,0,8,0,0,0,2,0,0,0,0,1,103,0,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,intersection_update,262,246,-16,-0.16,1,2,0,-0.08,-0.08,0,569.444444444444,-0.0280975609756098,1,1.5,0,0,0,4,1,0,0,3,0,0,0,2,0,0,0,1,1,69,0,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,isdisjoint,260,241,-19,-0.19,1,2,0.000625,-0.12,-0.07,0.05,569.444444444444,-0.0333658536585366,1,1.5,0,0,0,6,1,0,1,6,1,0,0,0,0,0,0,1,1,81,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,issubset,260,240,-20,-0.2,2,2,0.0036,-0.16,-0.04,0.12,569.444444444444,-0.0351219512195122,1,1.5,0,0,0,6,2,0,0,6,0,0,0,0,0,0,0,0,1,92,0,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,issuperset,262,244,-18,-0.18,2,2,0.0001,-0.1,-0.08,0.02,569.444444444444,-0.031609756097561,1,1.5,0,0,0,6,2,0,0,6,0,0,0,0,0,0,0,0,1,96,0,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,pop,1440,1409,-31,-0.31,5,11,0.00286942148760331,-0.07,0.1,0.17,569.444444444444,-0.0544390243902439,6,2.90909090909091,2,2,0,10,4,0,0,14,0,2,0,0,0,0,0,2,0,334,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,remove,523,504,-19,-0.19,2,4,0.00196875,-0.1,0.01,0.11,569.444444444444,-0.0333658536585366,2,2,1,0,0,8,4,0,0,3,0,0,0,0,0,0,0,-2,1,131,-1,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,symmetric_difference,520,510,-10,-0.1,1,4,0.010225,-0.15,0.12,0.27,569.444444444444,-0.0175609756097561,1,1.75,2,1,0,6,2,0,0,4,0,0,0,0,0,0,0,0,1,140,0,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,symmetric_difference_update,260,244,-16,-0.16,1,2,9.99999999999999e-05,-0.09,-0.07,0.02,569.444444444444,-0.0280975609756098,1,1.5,1,0,0,4,1,0,0,3,0,0,0,2,0,0,0,1,1,77,0,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,union,260,245,-15,-0.15,3,2,0.000625,-0.1,-0.05,0.05,569.444444444444,-0.0263414634146341,1,1.5,0,0,0,6,1,0,0,7,0,0,0,2,0,0,0,0,2,93,0,0
_home_joshua_ucPython_lib_python2_7__weakrefset_py,update,656,628,-28,-0.28,3,5,0.001624,-0.11,0.01,0.12,569.444444444444,-0.0491707317073171,3,2.2,1,0,0,6,3,0,0,5,0,0,0,0,0,0,0,1,1,155,-1,0
_home_joshua_ucPython_lib_python2_7_fnmatch_py,_purge,447,412,-35,-0.35,1,3,0.0937555555555556,-0.49,0.26,0.75,1950,-0.0179487179487179,1,0.666666666666667,0,0,0,4,1,2,0,1,0,1,0,0,0,0,0,1,0,64,0,0
_home_joshua_ucPython_lib_python2_7_fnmatch_py,filter,2962,2931,-31,-0.31,8,21,0.01130475,-0.28,0.24,0.52,1950,-0.0158974358974359,9,1.71428571428571,6,5,6,22,9,2,1,19,0,1,0,0,0,0,0,0,2,575,0,0
_home_joshua_ucPython_lib_python2_7_fnmatch_py,fnmatch,1037,1021,-16,-0.16,1,20,0.158047222222222,-0.99,0.2,1.19,1950,-0.00820512820512821,1,0.25,0,2,0,8,4,1,0,5,0,1,0,0,0,0,0,0,2,178,-1,0
_home_joshua_ucPython_lib_python2_7_fnmatch_py,fnmatchcase,1334,1304,-30,-0.3,3,13,0.0980109375,-0.88,0.26,1.14,1950,-0.0153846153846154,3,0.923076923076923,2,2,4,12,2,1,1,10,0,1,0,0,0,0,0,0,2,286,-1,0
_home_joshua_ucPython_lib_python2_7_fnmatch_py,translate,4883,4832,-51,-0.51,14,36,0.03627021484375,-0.99,0.24,1.23,1950,-0.0261538461538462,15,2.5,10,17,22,12,1,1,13,17,9,37,0,0,17,0,0,0,4,907,-1,0
_home_joshua_ucPython_lib_python2_7_os_py,_Environ,13695,13629,-66,-0.66,2,40,0.00341381913194948,-0.17,0.14,0.31,1684.09090909091,-0.0391902834008097,44,9.05,8,14,30,104,42,0,0,79,0,0,0,22,6,0,0,6,30,3108,-4,0
_home_joshua_ucPython_lib_python2_7_os_py,__contains__,330,326,-4,-0.04,1,2,0.0004,-0.04,0,0.04,1684.09090909091,-0.00237516869095816,1,3.5,0,0,0,4,2,0,0,4,0,0,0,2,0,0,0,0,1,87,0,0
_home_joshua_ucPython_lib_python2_7_os_py,__delitem__,1320,1309,-11,-0.11,1,3,0.0051484375,-0.12,0.11,0.23,1684.09090909091,-0.00653171390013495,3,12.3333333333333,0,0,6,14,5,0,0,9,0,0,0,6,0,0,0,6,3,325,-1,0
_home_joshua_ucPython_lib_python2_7_os_py,__getitem__,330,330,0,0,1,2,0.0004,-0.02,0.02,0.04,1684.09090909091,0,1,3.5,0,0,2,4,2,0,0,2,0,0,0,2,0,0,0,0,1,84,0,0
_home_joshua_ucPython_lib_python2_7_os_py,__init__,1320,1319,-1,-0.01,1,3,0.0051859375,-0.09,0.14,0.23,1684.09090909091,-0.000593792172739541,3,10.3333333333333,0,3,2,12,8,0,0,8,0,0,0,8,0,0,0,5,3,326,0,0
_home_joshua_ucPython_lib_python2_7_os_py,__setitem__,990,982,-8,-0.08,1,3,0.000722222222222222,-0.06,0.02,0.08,1684.09090909091,-0.00475033738191633,2,7.33333333333333,0,2,4,10,3,0,0,2,0,0,0,4,0,0,0,-1,6,238,0,0
_home_joshua_ucPython_lib_python2_7_os_py,_execvpe,5281,5200,-81,-0.81,10,33,0.0084171875,-0.23,0.22,0.45,1684.09090909091,-0.0480971659919028,11,1.78787878787879,7,16,4,20,8,0,2,30,1,4,0,0,2,0,0,1,13,835,-1,0
_home_joshua_ucPython_lib_python2_7_os_py,_exists,330,300,-30,-0.3,1,2,0.0025,-0.2,-0.1,0.1,1684.09090909091,-0.0178137651821862,1,0.5,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,1,0,46,0,0
_home_joshua_ucPython_lib_python2_7_os_py,_get_exports_list,830,796,-34,-0.34,4,5,0.020256,-0.2,0.18,0.38,1684.09090909091,-0.0201889338731444,3,1.2,1,0,4,6,1,0,1,12,1,2,0,2,0,0,0,0,0,153,0,0
_home_joshua_ucPython_lib_python2_7_os_py,_make_stat_result,330,215,-115,-1.15,1,2,0.180625,-1,-0.15,0.85,1684.09090909091,-0.0682860998650472,1,0.5,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,2,66,0,0
_home_joshua_ucPython_lib_python2_7_os_py,_make_statvfs_result,330,217,-113,-1.13,1,2,0.140625,-0.94,-0.19,0.75,1684.09090909091,-0.0670985155195681,1,0.5,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,72,0,0
_home_joshua_ucPython_lib_python2_7_os_py,_pickle_stat_result,495,471,-24,-0.24,1,3,0.305,-0.78,0.57,1.35,1684.09090909091,-0.014251012145749,1,0.666666666666667,0,1,0,8,1,0,0,2,0,0,0,2,0,0,0,0,2,98,0,0
_home_joshua_ucPython_lib_python2_7_os_py,_pickle_statvfs_result,495,473,-22,-0.22,1,3,0.269088888888889,-0.72,0.55,1.27,1684.09090909091,-0.0130634278002699,1,0.666666666666667,0,1,0,8,1,0,0,2,0,0,0,2,0,0,0,0,2,104,0,0
_home_joshua_ucPython_lib_python2_7_os_py,_spawnvef,3793,3740,-53,-0.53,9,26,0.00892816635160681,-0.33,0.11,0.44,1684.09090909091,-0.0314709851551957,13,3.26923076923077,9,2,0,22,0,0,1,26,3,1,0,0,1,1,0,4,11,758,-1,0
_home_joshua_ucPython_lib_python2_7_os_py,clear,1321,1328,7,0.07,2,4,0.0032109375,-0.06,0.1,0.16,1684.09090909091,0.00415654520917679,4,10.5,0,0,4,12,6,0,0,8,0,0,0,0,0,0,0,2,0,318,0,0
_home_joshua_ucPython_lib_python2_7_os_py,copy,660,650,-10,-0.1,1,2,0.001125,-0.08,0.01,0.09,1684.09090909091,-0.00593792172739541,2,7,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,-2,0,120,-6,0
_home_joshua_ucPython_lib_python2_7_os_py,execl,664,616,-48,-0.48,1,6,0.265622222222222,-1.09,0.1,1.19,1684.09090909091,-0.028502024291498,1,0.333333333333333,0,0,0,6,0,1,0,4,0,1,0,0,2,0,0,0,3,69,-1,0
_home_joshua_ucPython_lib_python2_7_os_py,execle,830,818,-12,-0.12,1,7,0.24036875,-1.01,0.24,1.25,1684.09090909091,-0.00712550607287449,2,0.428571428571429,0,1,4,6,0,1,0,4,2,1,0,0,4,0,0,0,5,105,-1,0
_home_joshua_ucPython_lib_python2_7_os_py,execlp,663,616,-47,-0.47,1,6,0.261622222222222,-1.09,0.07,1.16,1684.09090909091,-0.0279082321187584,1,0.333333333333333,0,0,0,6,0,1,0,4,0,1,0,0,2,0,0,0,3,72,-1,0
_home_joshua_ucPython_lib_python2_7_os_py,execlpe,829,810,-19,-0.19,1,8,0.260025,-1.07,0.2,1.27,1684.09090909091,-0.0112820512820513,2,0.375,0,1,4,6,0,1,0,4,2,1,0,0,4,0,0,0,5,108,-1,0
_home_joshua_ucPython_lib_python2_7_os_py,execvp,663,634,-29,-0.29,1,7,0.281088888888889,-1.01,0.27,1.28,1684.09090909091,-0.0172199730094467,1,0.285714285714286,0,0,0,6,0,1,0,4,0,1,0,0,0,0,0,0,3,72,-1,0
_home_joshua_ucPython_lib_python2_7_os_py,execvpe,662,626,-36,-0.36,1,8,0.205266666666667,-0.93,0.14,1.07,1684.09090909091,-0.0213765182186235,1,0.25,0,0,0,6,0,1,0,4,0,1,0,0,0,0,0,0,6,89,-1,0
_home_joshua_ucPython_lib_python2_7_os_py,get,329,330,1,0.01,1,2,0.000625,-0.02,0.03,0.05,1684.09090909091,0.000593792172739541,1,3.5,0,1,0,6,3,0,0,2,0,0,0,0,0,0,0,0,3,103,0,0
_home_joshua_ucPython_lib_python2_7_os_py,getenv,660,623,-37,-0.37,1,4,0.277222222222222,-1.06,0.19,1.25,1684.09090909091,-0.021970310391363,1,0.5,1,1,0,4,1,1,0,7,0,2,0,0,0,0,0,0,3,134,0,0
_home_joshua_ucPython_lib_python2_7_os_py,has_key,330,328,-2,-0.02,1,2,0.0004,-0.03,0.01,0.04,1684.09090909091,-0.00118758434547908,1,3.5,0,0,0,4,2,0,0,3,0,0,0,0,0,0,0,-1,1,82,0,0
_home_joshua_ucPython_lib_python2_7_os_py,makedirs,2489,2455,-34,-0.34,8,22,0.0648392857142857,-0.91,0.19,1.1,1684.09090909091,-0.0201889338731444,7,1.18181818181818,5,4,2,14,5,1,2,18,2,1,0,0,3,1,0,1,7,446,-1,0
_home_joshua_ucPython_lib_python2_7_os_py,pop,990,981,-9,-0.09,1,3,0.00175833333333333,-0.06,0.06,0.12,1684.09090909091,-0.00534412955465587,2,9.33333333333333,0,0,0,14,5,0,0,4,0,0,0,0,4,0,0,-2,6,262,-2,0
_home_joshua_ucPython_lib_python2_7_os_py,popen2,1981,1882,-99,-0.99,1,17,0.0467157024793388,-0.62,0.19,0.81,1684.09090909091,-0.0587854251012146,1,2.47058823529412,0,10,0,8,6,1,0,15,4,7,0,0,1,0,0,2,12,582,-3,0
_home_joshua_ucPython_lib_python2_7_os_py,popen3,1982,1905,-77,-0.77,1,17,0.0434082644628099,-0.64,0.13,0.77,1684.09090909091,-0.0457219973009447,1,2.47058823529412,0,11,0,8,7,1,0,15,4,7,0,0,1,0,0,2,14,605,-3,0
_home_joshua_ucPython_lib_python2_7_os_py,popen4,1980,1898,-82,-0.82,1,17,0.0369239669421488,-0.52,0.14,0.66,1684.09090909091,-0.0486909581646424,1,2.47058823529412,0,11,0,8,7,1,0,15,4,7,0,0,1,0,0,2,13,608,-3,0
_home_joshua_ucPython_lib_python2_7_os_py,removedirs,2158,2118,-40,-0.4,5,21,0.0789576388888889,-0.93,0.26,1.19,1684.09090909091,-0.0237516869095816,5,0.904761904761905,1,3,0,14,3,1,0,9,0,1,0,0,0,0,0,1,3,279,-1,0
_home_joshua_ucPython_lib_python2_7_os_py,renames,2159,2119,-40,-0.4,7,25,0.0914722222222222,-1.01,0.25,1.26,1684.09090909091,-0.0237516869095816,5,0.72,2,2,0,16,3,1,0,12,0,1,0,0,0,0,0,1,5,297,-1,0
_home_joshua_ucPython_lib_python2_7_os_py,spawnl,660,632,-28,-0.28,1,8,0.00606666666666667,-0.24,-0.05,0.19,1684.09090909091,-0.0166261808367072,1,0.625,0,0,0,6,0,1,0,3,0,1,0,0,2,0,0,2,6,120,-3,0
_home_joshua_ucPython_lib_python2_7_os_py,spawnle,825,811,-14,-0.14,1,10,0.01375,-0.19,0.13,0.32,1684.09090909091,-0.00831309041835358,2,0.7,0,1,4,6,0,1,0,3,2,1,0,0,4,0,0,0,8,160,-3,0
_home_joshua_ucPython_lib_python2_7_os_py,spawnlp,660,634,-26,-0.26,1,9,0.00775555555555556,-0.2,0,0.2,1684.09090909091,-0.0154385964912281,1,0.555555555555556,0,0,0,6,0,1,0,3,0,1,0,0,2,0,0,2,6,123,-3,0
_home_joshua_ucPython_lib_python2_7_os_py,spawnlpe,825,810,-15,-0.15,1,10,0.01115,-0.17,0.1,0.27,1684.09090909091,-0.00890688259109312,2,0.7,0,1,4,6,0,1,0,3,2,1,0,0,4,0,0,0,8,163,-3,0
_home_joshua_ucPython_lib_python2_7_os_py,spawnv,660,628,-32,-0.32,1,8,0.00348888888888889,-0.26,-0.13,0.13,1684.09090909091,-0.0190013495276653,1,0.625,0,0,0,6,0,1,0,4,0,1,0,0,0,0,0,-3,8,134,-3,0
_home_joshua_ucPython_lib_python2_7_os_py,spawnve,660,628,-32,-0.32,1,9,0.00275555555555556,-0.19,-0.07,0.12,1684.09090909091,-0.0190013495276653,1,0.555555555555556,0,0,0,6,0,1,0,4,0,1,0,0,0,0,0,0,10,146,-3,0
_home_joshua_ucPython_lib_python2_7_os_py,spawnvp,660,632,-28,-0.28,1,9,0.0042,-0.19,-0.04,0.15,1684.09090909091,-0.0166261808367072,1,0.555555555555556,0,0,0,6,0,1,0,4,0,1,0,0,0,0,0,0,8,137,-3,0
_home_joshua_ucPython_lib_python2_7_os_py,spawnvpe,660,634,-26,-0.26,1,9,0.0106888888888889,-0.22,0.02,0.24,1684.09090909091,-0.0154385964912281,1,0.555555555555556,0,0,0,6,0,1,0,4,0,1,0,0,0,0,0,0,10,149,-3,0
_home_joshua_ucPython_lib_python2_7_os_py,unsetenv,330,324,-6,-0.06,1,2,0.0081,-0.12,0.06,0.18,1684.09090909091,-0.00356275303643725,1,2.5,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,2,1,53,-2,0
_home_joshua_ucPython_lib_python2_7_os_py,update,3962,3951,-11,-0.11,7,16,0.00279149305555556,-0.14,0.06,0.2,1684.09090909091,-0.00653171390013495,16,7.875,6,8,12,12,4,0,0,22,0,0,0,0,2,0,0,2,6,871,0,0
_home_joshua_ucPython_lib_python2_7_os_py,walk,4152,4099,-53,-0.53,11,89,0.0548164930555556,-1.12,0.18,1.3,1684.09090909091,-0.0314709851551957,12,0.48314606741573,6,7,4,20,5,1,0,48,0,1,0,0,0,0,0,2,19,726,-4,0
_home_joshua_ucPython_lib_python2_7_warnings_py,WarningMessage,1880,0,-1880,-18.7531172069825,2,18,4.87356091932116e-05,-1.35660847880299,-1.32668329177057,0.0299251870324191,1909.52380952381,-0.984538653366584,9,2.22222222222222,2,5,2,18,8,2,0,27,0,14,2,6,6,0,0,8,21,731,-4,0
_home_joshua_ucPython_lib_python2_7_warnings_py,_OptionError,403,0,-403,-4.01995012468828,1,3,2.21115263932164e-05,-1.34663341645885,-1.33665835411471,0.0099750623441397,1909.52380952381,-0.211047381546135,1,0.666666666666667,0,0,0,2,0,2,0,4,0,1,0,0,0,0,0,0,0,92,0,0
_home_joshua_ucPython_lib_python2_7_warnings_py,__enter__,2015,0,-2015,-20.0997506234414,3,15,3.53784422291462e-05,-1.35660847880299,-1.33665835411471,0.0199501246882794,1909.52380952381,-1.05523690773067,6,2.46666666666667,3,6,4,10,15,0,0,17,0,2,0,2,6,0,0,1,2,538,-1,0
_home_joshua_ucPython_lib_python2_7_warnings_py,__exit__,670,0,-670,-6.68329177057357,2,5,3.98007475077895e-05,-1.34663341645885,-1.32668329177057,0.0199501246882794,1909.52380952381,-0.350872817955112,2,2,1,2,0,4,7,0,0,11,0,2,0,2,3,0,0,-1,1,237,-1,0
_home_joshua_ucPython_lib_python2_7_warnings_py,__init__,1749,0,-1749,-17.4463840399002,2,11,0.265181525895079,-2.68329177057357,-1.33665835411471,1.34663341645885,1909.52380952381,-0.915935162094763,3,2.18181818181818,6,9,4,8,7,1,0,26,0,3,0,6,0,0,0,-3,10,552,-2,0
_home_joshua_ucPython_lib_python2_7_warnings_py,__repr__,1076,0,-1076,-10.7331670822943,3,8,4.97509343847369e-05,-1.35660847880299,-1.33665835411471,0.0199501246882794,1909.52380952381,-0.563491271820449,3,2.125,2,3,4,14,6,0,0,10,0,9,0,4,4,0,0,0,2,291,-1,0
_home_joshua_ucPython_lib_python2_7_warnings_py,__str__,536,0,-536,-5.34663341645885,1,4,0,-1.33665835411471,-1.33665835411471,0,1909.52380952381,-0.28069825436409,6,4.25,0,0,0,6,5,0,0,8,0,3,2,2,6,0,0,7,8,243,-1,0
_home_joshua_ucPython_lib_python2_7_warnings_py,_getaction,1077,0,-1077,-10.7431421446384,5,8,4.81962176852138e-05,-1.35660847880299,-1.33665835411471,0.0199501246882794,1909.52380952381,-0.564014962593516,6,1.375,3,0,0,10,1,0,1,18,0,19,0,0,2,1,0,0,6,292,0,0
_home_joshua_ucPython_lib_python2_7_warnings_py,_getcategory,3229,0,-3229,-32.2094763092269,7,24,5.7870010482246e-05,-1.35660847880299,-1.33665835411471,0.0199501246882794,1909.52380952381,-1.69099750623441,17,1.91666666666667,4,6,8,30,2,0,0,53,3,10,0,2,13,0,0,0,10,809,0,0
_home_joshua_ucPython_lib_python2_7_warnings_py,_processoptions,807,0,-807,-8.0498753117207,3,6,0.000157544625551665,-1.36658354114713,-1.32668329177057,0.0399002493765586,1909.52380952381,-0.422618453865337,5,1.83333333333333,0,0,0,4,1,0,0,8,0,2,0,0,2,0,0,2,3,183,0,0
_home_joshua_ucPython_lib_python2_7_warnings_py,_setoption,3363,0,-3363,-33.5461346633416,8,25,4.07559654479764e-05,-1.35660847880299,-1.33665835411471,0.0199501246882794,1909.52380952381,-1.76117206982544,11,2,5,9,2,36,5,0,3,37,5,10,0,0,5,0,0,-2,11,801,0,0
_home_joshua_ucPython_lib_python2_7_warnings_py,_show_warning,1083,1052,-31,-0.309226932668329,3,8,0.0227968109651059,-0.369077306733167,0.169576059850374,0.538653366583541,1909.52380952381,-0.0162344139650873,4,1.25,2,3,0,8,2,2,0,22,0,1,0,0,1,1,0,0,9,368,0,0
_home_joshua_ucPython_lib_python2_7_warnings_py,catch_warnings,4975,0,-4975,-49.6259351620948,2,59,0.0963527361554383,-2.68329177057357,-1.32668329177057,1.35660847880299,1909.52380952381,-2.60536159600997,13,1.25423728813559,10,16,10,32,32,2,0,57,0,17,0,10,13,0,0,-7,7,1427,-4,0
_home_joshua_ucPython_lib_python2_7_warnings_py,filterwarnings,2695,36130,33435,333.516209476309,8,28,6114.84044704798,-1.35660847880299,349.286783042394,350.643391521197,1909.52380952381,17.5096009975062,4,1.10714285714286,2,6,0,30,6,1,2,54,5,21,0,0,2,0,0,1,29,907,-1,2
_home_joshua_ucPython_lib_python2_7_warnings_py,formatwarning,1084,1076,-8,-0.0798004987531172,3,8,0.026616749895834,-0.339152119700748,0.199501246882793,0.538653366583541,1909.52380952381,-0.00418952618453865,5,1.125,3,5,0,8,3,2,0,26,0,5,0,2,7,0,0,1,8,348,0,0
_home_joshua_ucPython_lib_python2_7_warnings_py,resetwarnings,402,0,-402,-4.00997506234414,1,3,6.63345791796492e-05,-1.34663341645885,-1.32668329177057,0.0199501246882794,1909.52380952381,-0.210523690773067,2,0.666666666666667,0,1,4,2,0,2,0,4,0,1,0,0,0,0,0,-1,1,114,0,0
_home_joshua_ucPython_lib_python2_7_warnings_py,simplefilter,1614,0,-1614,-16.0997506234414,4,19,0.148820257840385,-2.68329177057357,-1.32668329177057,1.35660847880299,1909.52380952381,-0.845236907730673,4,0.894736842105263,2,4,0,16,2,1,2,28,5,15,0,0,2,0,0,0,17,498,-1,1
_home_joshua_ucPython_lib_python2_7_warnings_py,warn,4708,0,-4708,-46.9625935162095,13,39,5.89700871237857e-05,-1.36658354114713,-1.32668329177057,0.0399002493765586,1909.52380952381,-2.465536159601,16,1.64102564102564,10,18,6,20,10,2,3,65,4,17,2,16,1,0,0,3,13,1116,0,0
_home_joshua_ucPython_lib_python2_7_warnings_py,warn_explicit,7260,0,-7260,-72.4189526184539,24,64,6.14209066478231e-05,-1.36658354114713,-1.32668329177057,0.0399002493765586,1909.52380952381,-3.80199501246883,22,1.546875,17,22,16,48,8,0,11,97,10,10,2,2,4,1,0,-3,22,1671,-2,0
